Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6 kmpl,1199.0,79.4,5.0,0,1.46,14,Chevrolet,Beat
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Diesel,Manual,Second,17.8 kmpl,1399.0,68.0,5.0,0,2.05,17,Ford,Fiesta
Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,0,4.08,10,Ford,Figo
Maruti Celerio VXI AT,Hyderabad,2014,44600,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,0,4.55,10,Maruti,Celerio
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143.0,107.3,5.0,0,14.0,11,Mercedes-Benz,A
Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.8 kmpl,1591.0,121.3,5.0,13.74 Lakh,10.9,8,Hyundai,Creta
Maruti Wagon R VXI BS IV,Bangalore,2010,81245,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,0,2.45,14,Maruti,Wagon
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,Diesel,Automatic,First,10.0 kmpl,2148.0,170.0,5.0,0,15.8,11,Mercedes-Benz,E-Class
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,Petrol,Manual,First,18.88 kmpl,1499.0,110.4,5.0,0,8.25,7,Ford,EcoSport
Renault Koleos 2.0 Diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.73 kmpl,1995.0,148.0,5.0,0,8.5,11,Renault,Koleos
Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,15.54,8,Mahindra,XUV500
Maruti Omni E 8 Str STD,Hyderabad,2013,26875,Petrol,Manual,First,16.8 kmpl,796.0,34.2,8.0,0,2.35,11,Maruti,Omni
Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.72 Lakh,4.32,9,Maruti,Wagon
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,Diesel,Manual,Second,13.1 kmpl,2499.0,141.0,7.0,0,3.9,16,Ford,Endeavour
Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Diesel,Manual,Second,22.32 kmpl,1582.0,126.32,5.0,0,5.2,13,Hyundai,Verna
Hyundai i20 Magna 1.2,Mumbai,2018,19500,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,5.85,6,Hyundai,i20
Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373.0,93.7,7.0,0,6.25,11,Maruti,Ertiga
Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,First,14.0 kmpl,2179.0,155.0,7.0,21.33 Lakh,17.63,5,Mahindra,XUV500
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,Diesel,Manual,First,23.65 kmpl,1248.0,88.5,5.0,0,9.75,7,Maruti,SX4
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,Petrol,Automatic,First,18.1 kmpl,3498.0,306.0,2.0,0,55.0,9,Mercedes-Benz,SLK-Class
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,0,4.1,13,Volkswagen,Polo
Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,Diesel,Manual,First,12.55 kmpl,2982.0,168.5,7.0,0,11.99,13,Toyota,Fortuner
Mahindra XUV500 W10 2WD,Kochi,2017,43773,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,13.54,7,Mahindra,XUV500
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143.0,201.15,5.0,78.76 Lakh,56.0,8,Mercedes-Benz,GLE
Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,6.5,8,Honda,Jazz
Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,0,4.75,11,Maruti,Swift
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,Petrol,Manual,First,17.01 kmpl,1591.0,121.3,5.0,0,5.6,10,Hyundai,Verna
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,Diesel,Automatic,First,10.91 kmpl,3198.0,197.0,7.0,0,29.2,7,Ford,Endeavour
Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,6.35,6,Hyundai,i20
Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.8 kmpl,1497.0,116.3,5.0,0,4.95,11,Honda,City
Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4 kmpl,1498.0,98.6,5.0,10.34 Lakh,8.5,6,Honda,Amaze
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,Petrol,Manual,First,17.1 kmpl,1591.0,121.3,5.0,0,4.5,11,Hyundai,Verna
Honda Mobilio S i DTEC,Chennai,2015,65000,Diesel,Manual,First,24.2 kmpl,1498.0,98.6,7.0,0,5.5,9,Honda,Mobilio
Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.77 kmpl,1248.0,88.8,7.0,0,6.56,11,Maruti,Ertiga
Maruti Alto K10 LXI,Pune,2014,49000,Petrol,Manual,First,24.07 kmpl,998.0,67.1,5.0,4.29 Lakh,2.3,10,Maruti,Alto
Toyota Qualis FS B2,Pune,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446.0,75.0,10.0,0,3.5,20,Toyota,Qualis
Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,4.55,8,Hyundai,i10
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896.0,105.0,5.0,0,7.75,15,Skoda,Laura
Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Petrol,Manual,Second,18.6 kmpl,1197.0,81.83,5.0,0,5.25,9,Hyundai,i20
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993.0,235.0,5.0,0,23.29,11,BMW,5
BMW 3 Series 320d M Sport,Mumbai,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995.0,190.0,5.0,0,23.99,8,BMW,3
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.49 kmpl,1399.0,92.7,5.0,0,1.79,14,Chevrolet,Aveo
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Diesel,Automatic,Second,14.21 kmpl,2143.0,203.0,5.0,0,13.9,13,Mercedes-Benz,E-Class
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,18.95,11,Audi,A6
Maruti Wagon R LXI BS IV,Kolkata,2014,40000,Petrol,Manual,First,20.51 kmpl,998.0,67.04,5.0,0,2.49,10,Maruti,Wagon
Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17 kmpl,799.0,53.3,5.0,0,3.15,8,Renault,KWID
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66 kmpl,1498.0,108.62,5.0,10.04 Lakh,6.45,7,Volkswagen,Ameo
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,0,4.25,11,Volkswagen,Polo
Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,2.75,10,Maruti,Alto
Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,7.14,7,Hyundai,i20
Toyota Etios Liva G,Mumbai,2012,29605,Petrol,Manual,First,18.3 kmpl,1197.0,0.0,5.0,0,2.44,12,Toyota,Etios
Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0 kmpl,1197.0,80.0,5.0,0,3.5,12,Hyundai,i20
Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,0,7.3,7,Hyundai,i20
Maruti Wagon R LXI Optional,Kolkata,2014,25000,Petrol,Manual,First,20.51 kmpl,998.0,67.04,5.0,0,2.75,10,Maruti,Wagon
Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,Second,22.54 kmpl,1396.0,88.73,5.0,0,8.2,7,Hyundai,i20
Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197.0,103.6,5.0,0,6.51,9,Volkswagen,Polo
Ford Figo Diesel Titanium,Pune,2015,92000,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,0,4.25,9,Ford,Figo
Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197.0,85.8,5.0,0,6.21,10,Maruti,Swift
Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,0,4.58,8,Hyundai,Grand
Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.02 kmpl,2179.0,118.3,7.0,11.67 Lakh,7.5,8,Mahindra,Xylo
Maruti Alto Green LXi (CNG),Delhi,2012,65537,CNG,Manual,First,26.83 km/kg,796.0,38.4,5.0,0,2.1,12,Maruti,Alto
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,4.09,10,Hyundai,i10
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968.0,141.0,5.0,0,10.75,10,Skoda,Octavia
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993.0,258.0,7.0,0,41.5,10,BMW,X5
Maruti Celerio VXI AT,Hyderabad,2014,33450,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,0,4.4,10,Maruti,Celerio
Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,Diesel,Manual,Second,20.54 kmpl,1598.0,103.6,5.0,0,6.25,11,Volkswagen,Vento
BMW 3 Series 320d Highline,Pune,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995.0,181.0,5.0,0,10.5,13,BMW,3
Maruti Ertiga ZDI,Mumbai,2014,64000,Diesel,Manual,First,20.77 kmpl,1248.0,88.8,7.0,0,7.25,10,Maruti,Ertiga
Ford Figo Diesel ZXI,Hyderabad,2013,51000,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,0,3.2,11,Ford,Figo
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,0,3.95,10,Volkswagen,Polo
Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Diesel,Automatic,Second,16.77 kmpl,2967.0,241.38,5.0,0,12.07,15,Audi,A6
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,25.52 Lakh,18.6,7,Toyota,Innova
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582.0,126.3,5.0,0,5.7,11,Hyundai,Verna
Hyundai Santro Xing GL Plus,Kolkata,2013,31000,Petrol,Manual,First,17.92 kmpl,1086.0,62.1,5.0,0,1.75,11,Hyundai,Santro
Audi A4 2.0 TDI,Delhi,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968.0,147.51,5.0,0,10.99,13,Audi,A4
Audi A4 2.0 TDI,Kolkata,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968.0,147.51,5.0,0,14.5,12,Audi,A4
Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,Diesel,Manual,First,17.0 kmpl,1896.0,105.0,5.0,0,3.11,15,Skoda,Laura
Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997.0,153.86,5.0,0,13.96,9,Honda,CR-V
Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,0,7.11,9,Hyundai,Verna
Honda Mobilio RS i DTEC,Chennai,2014,23000,Diesel,Manual,First,24.5 kmpl,1498.0,98.6,7.0,0,6.9,10,Honda,Mobilio
Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,7.77,6,Hyundai,i20
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494.0,102.0,8.0,0,5.5,13,Toyota,Innova
Hyundai i20 Magna 1.2,Hyderabad,2014,70089,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,5.35,10,Hyundai,i20
Mahindra Bolero VLX BS IV,Chennai,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523.0,63.0,7.0,0,4.5,13,Mahindra,Bolero
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,Diesel,Manual,First,20.34 kmpl,1498.0,103.2,5.0,0,4.75,10,Volkswagen,Vento
Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179.0,187.7,5.0,0,32.8,9,Jaguar,XF
Maruti Zen LXi - BS III,Mumbai,2005,102000,Petrol,Manual,First,17.3 kmpl,993.0,60.0,5.0,0,0.7,19,Maruti,Zen
Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987.0,258.0,5.0,0,50.29,6,Mercedes-Benz,E-Class
Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982.0,171.0,7.0,0,10.99,14,Toyota,Fortuner
Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,First,18.9 kmpl,1197.0,82.0,5.0,0,5.57,9,Hyundai,Grand
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,Diesel,Manual,First,25.4 kmpl,1186.0,73.97,5.0,8.56 Lakh,5.9,6,Hyundai,Xcent
Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,Petrol,Manual,First,15.29 kmpl,1591.0,121.3,5.0,0,9.43,8,Hyundai,Creta
Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,2.9,14,Hyundai,i10
Honda Brio S MT,Delhi,2016,32700,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,0,3.68,8,Honda,Brio
Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,0,21.67,9,Toyota,Fortuner
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968.0,140.0,5.0,0,12.5,13,Audi,A4
Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755.0,171.5,7.0,27 Lakh,19.92,6,Toyota,Innova
Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.1 kmpl,1498.0,98.6,5.0,0,6.75,10,Honda,City
Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.1 kmpl,1498.0,98.6,5.0,0,6.96,9,Honda,City
Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,Petrol,Manual,First,21.7 kmpl,999.0,67.0,5.0,4.78 Lakh,3.25,7,Renault,KWID
Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,Diesel,Manual,First,28.4 kmpl,1248.0,74.0,5.0,0,8.65,6,Maruti,Swift
Maruti Celerio VXI Optional AMT,Pune,2017,7500,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,6.14 Lakh,5.0,7,Maruti,Celerio
Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,5.5,13,Mahindra,XUV500
Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197.0,78.9,5.0,0,2.6,14,Hyundai,i10
Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,3.41,10,Hyundai,i10
Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0 kmpl,1197.0,81.8,5.0,7.3 Lakh,2.7,13,Maruti,Dzire
Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995.0,163.5,5.0,0,5.5,16,Maruti,Grand
Audi TT 40 TFSI,Kolkata,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984.0,226.6,4.0,0,35.0,12,Audi,TT
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991.0,184.0,5.0,0,9.75,13,Mercedes-Benz,New
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.64 kmpl,1461.0,84.8,5.0,0,4.25,11,Nissan,Sunny
Maruti Wagon R LXI,Ahmedabad,2015,51530,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,0,3.2,9,Maruti,Wagon
Maruti Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248.0,74.0,5.0,0,6.85,10,Maruti,Swift
Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.5,9,Honda,Amaze
Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4 kmpl,1248.0,74.0,5.0,0,3.55,12,Maruti,Swift
Hyundai Accent Executive CNG,Hyderabad,2010,95637,CNG,Manual,Second,13.2 km/kg,1495.0,93.7,5.0,0,1.9,14,Hyundai,Accent
Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5 kmpl,2609.0,120.0,7.0,0,3.6,16,Mahindra,Scorpio
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143.0,201.1,5.0,0,21.8,9,Mercedes-Benz,E-Class
Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982.0,168.5,7.0,0,13.5,12,Toyota,Fortuner
Datsun redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,First,22.7 kmpl,799.0,53.64,5.0,4.37 Lakh,2.66,8,Datsun,redi-GO
Honda City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497.0,116.3,5.0,0,3.75,14,Honda,City
Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494.0,158.2,5.0,0,32.0,6,Toyota,Camry
Honda City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0 kmpl,1498.0,98.6,5.0,0,8.07,8,Honda,City
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33 kmpl,1968.0,138.1,5.0,0,5.64,12,Volkswagen,Jetta
Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,23.99,11,Audi,A6
Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,0,7.5,8,Maruti,Ertiga
Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,0,27.0,8,Mercedes-Benz,New
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248.0,73.9,5.0,0,2.85,16,Maruti,Swift
Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,0,6.35,12,Renault,Duster
Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1 kmpl,1248.0,73.9,5.0,0,3.3,14,Maruti,Ritz
Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1 kmpl,1197.0,85.8,5.0,0,5.0,11,Maruti,Swift
Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,6.46,10,Maruti,Swift
Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,0,3.75,7,Hyundai,EON
Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3 kmpl,993.0,60.0,5.0,0,1.52,21,Maruti,Zen
Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1 kmpl,1196.0,73.0,7.0,4.98 Lakh,3.61,12,Maruti,Eeco
Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968.0,174.3,5.0,0,43.74,7,Audi,Q5
Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968.0,174.33,5.0,0,20.0,10,Audi,Q3
Smart Fortwo CDI AT,Pune,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799.0,0.0,2.0,0,3.0,16,Smart,Fortwo
Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248.0,73.9,5.0,0,3.65,14,Maruti,Swift
Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07 kmpl,1978.0,83.1,10.0,0,5.25,11,Tata,Sumo
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993.0,258.0,7.0,0,58.0,8,BMW,X5
Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,15.29 Lakh,8.65,9,Honda,City
Tata Indigo eCS eLX BS IV,Delhi,2015,150000,Diesel,Manual,First,25.0 kmpl,1396.0,69.01,5.0,0,2.5,9,Tata,Indigo
Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197.0,103.6,5.0,0,7.75,10,Volkswagen,Vento
Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1 kmpl,998.0,67.04,5.0,0,4.15,9,Maruti,Celerio
Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5 kmpl,2982.0,171.0,7.0,0,10.85,13,Toyota,Fortuner
Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360.0,170.0,5.0,0,5.53,14,Mitsubishi,Outlander
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896.0,105.0,5.0,0,11.5,10,Volkswagen,Jetta
Porsche Cayman 2009-2012 S,Hyderabad,2010,10000,Petrol,Manual,First,9.0 kmpl,3436.0,0.0,2.0,0,40.0,14,Porsche,Cayman
Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,9.25,9,Hyundai,Creta
Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5 kmpl,1198.0,75.0,5.0,0,2.29,13,Skoda,Fabia
Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77 kmpl,1498.0,98.59,5.0,0,7.0,9,Ford,EcoSport
Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061.0,64.0,5.0,0,1.65,17,Maruti,Zen
Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,0,8.25,7,Maruti,Ciaz
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991.0,181.03,5.0,0,9.14,13,Mercedes-Benz,New
Honda Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8 kmpl,1198.0,86.7,5.0,0,6.5,8,Honda,Amaze
Toyota Etios GD,Kolkata,2012,60000,Diesel,Manual,First,23.59 kmpl,1364.0,0.0,5.0,0,2.95,12,Toyota,Etios
Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87 kmpl,1461.0,83.8,5.0,0,5.75,9,Renault,Duster
Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2 km/kg,998.0,58.2,5.0,0,2.85,12,Maruti,Wagon
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198.0,73.9,5.0,0,2.1,13,Volkswagen,Polo
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.55,7,Hyundai,Creta
Jaguar XF Diesel,Kolkata,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993.0,270.9,5.0,0,20.5,12,Jaguar,XF
Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,Diesel,Manual,First,16.3 kmpl,1956.0,170.0,5.0,24.26 Lakh,20.0,7,Jeep,Compass
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999.0,177.0,5.0,75.12 Lakh,59.72,6,Land,Rover
Maruti Baleno Alpha Diesel,Kolkata,2016,29000,Diesel,Manual,First,27.39 kmpl,1248.0,74.0,5.0,9.53 Lakh,6.5,8,Maruti,Baleno
Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,0,7.5,8,Maruti,Ciaz
Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586.0,104.68,5.0,0,2.15,17,Maruti,SX4
Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7 kmpl,1582.0,126.24,5.0,0,8.44,9,Hyundai,Elantra
Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5 kmpl,2477.0,175.56,7.0,34.6 Lakh,12.49,11,Mitsubishi,Pajero
Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0 kmpl,1198.0,73.75,5.0,0,5.48,7,Volkswagen,Ameo
Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5 kmpl,1197.0,85.8,5.0,0,4.2,11,Maruti,Ritz
